Model,Treatment,Treatment target,Treatment type,BestResponse,Day_BestResponse,BestAvgResponse,Day_BestAvgResponse,TimeToDouble,Day_Last,ResponseCategory
X-007,BGJ398,FGFR,single,396.5,11,220.475,11,4.0,11,PD
X-007,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,189.1,14,77.05000000000001,11,6.2075471698113205,14,PD
X-007,BYL719,PIK3CA,single,303.7,11,196.175,11,4.0,11,PD
X-007,BYL719 + HSP990,"PIK3CA,HSP90",combo,-12.700000000000005,9,8.716666666666654,16,27.993606138107417,30,SD-->PD
X-007,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,47.900000000000006,20,40.625,13,22.831521739130434,30,PD
X-007,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,25.0,16,26.533333333333346,16,36.835,37,SD
X-007,HDM201,MDM2,single,330.8,11,182.75,11,4.0,11,PD
X-007,"figitumumab""",IGF1R,single,428.7000000000001,10,153.55,10,4.855973813420622,10,PD
X-007,HSP990,HSP90,single,-29.90000000000001,15,-21.840000000000003,15,28.144251626898047,29,SD-->PD
X-007,INC280,MET,single,474.6,13,202.0,13,3.0,13,PD
X-007,INC280 + trastuzumab,"ERBB2,MET",combo,176.0,20,142.36,13,3.0,30,PD
X-007,LEE011,"CDK4,CDK6,CDK4/6",single,405.2,11,230.525,11,4.0,11,PD
X-007,LEE011 + everolimus,"CDK4,CDK6,MTOR,CDK4/6",combo,-1.0999999999999943,13,32.22,13,13.0,13,PD
X-007,LJM716,ERBB3,single,727.4,13,284.64,13,3.0,13,PD
X-007,LJM716 + trastuzumab,"ERBB3,ERBB2",combo,545.6,13,265.46000000000004,13,3.0,13,PD
X-007,LLM871,FGFR2/4,single,458.0,11,213.25,11,4.0,11,PD
X-007,binimetinib,"MAP2K1,MAP2K2,MAPK",single,55.900000000000006,27,51.66,13,30.0,30,PD
X-007,everolimus,MTOR,single,193.1,26,68.125,12,7.405172413793103,33,PD
X-007,trastuzumab,ERBB2,single,233.6,20,51.16,13,8.122448979591837,31,PD
X-010,BGJ398,FGFR,single,-65.1,60,-5.311111111111117,112,138.29494382022472,157,SD-->-->PD
X-010,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,49.099999999999994,21,18.799999999999997,11,38.701149425287355,77,PD
X-010,BYL719,PIK3CA,single,98.5,21,12.674999999999995,11,21.6,38,PD
X-010,BYL719 + HSP990,"PIK3CA,HSP90",combo,-10.700000000000005,10,-0.0799999999999983,14,75.05246422893482,91,SD-->PD
X-010,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,342.8,21,132.82000000000002,14,5.686971235194585,21,PD
X-010,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,24.0,16,28.96666666666667,16,30.0,30,SD
X-010,HDM201,MDM2,single,105.0,20,21.47999999999999,14,18.543689320388353,42,PD
X-010,"figitumumab""",IGF1R,single,114.9,20,16.28,14,16.209150326797385,34,PD
X-010,HSP990,HSP90,single,382.6,14,147.1,14,7.027777777777778,14,PD
X-010,INC280,MET,single,307.9,21,62.06,14,11.508615188257815,21,PD
X-010,INC280 + trastuzumab,"ERBB2,MET",combo,213.7,23,10.900000000000006,11,19.66568914956012,31,PD
X-010,LEE011,"CDK4,CDK6,CDK4/6",single,-15.5,88,4.099999999999994,14,111.0,111,SD-->PD
X-010,LEE011 + everolimus,"CDK4,CDK6,MTOR,CDK4/6",combo,-45.9,26,-26.84999999999999,66,118.0,118,SD
X-010,LJM716,ERBB3,single,308.8,21,132.32000000000002,14,4.63258785942492,21,PD
X-010,LJM716 + trastuzumab,"ERBB3,ERBB2",combo,185.2,26,53.139999999999986,14,12.88219178082192,48,PD
X-010,LLM871,FGFR2/4,single,-100.0,30,-50.08235294117647,66,144.031884057971,155,CR-->-->PD
X-010,binimetinib,"MAP2K1,MAP2K2,MAPK",single,63.80000000000001,34,62.12,14,6.625418060200667,58,PD
X-010,everolimus,MTOR,single,140.0,21,33.33333333333334,11,16.497737556561084,38,PD
X-010,trastuzumab,ERBB2,single,155.2,21,21.02500000000001,11,14.465217391304348,46,PD
X-010,untreated,"UNKNOWN,Untreated",single,244.3,24,19.28,12,16.90222222222222,33,PD
X-011,BGJ398,FGFR,single,182.9,20,36.34,13,14.528481012658228,24,PD
X-011,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,145.8,21,28.69999999999999,12,17.728571428571428,60,PD
X-011,BYL719,PIK3CA,single,152.0,21,40.25,12,11.631016042780749,60,PD
X-011,BYL719 + HSP990,"PIK3CA,HSP90",combo,37.19999999999999,20,10.549999999999995,15,29.46419098143236,69,PD
X-011,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,19.0,25,7.025000000000006,11,25.0,25,SD
X-011,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,-23.0,13,-9.899999999999991,20,30.0,30,SD
X-011,HDM201,MDM2,single,116.9,22,40.775000000000006,12,18.62948207171315,26,PD
X-011,"figitumumab""",IGF1R,single,133.8,22,19.325000000000003,12,18.68032786885246,26,PD
X-011,HSP990,HSP90,single,369.4,20,86.14000000000001,13,8.333333333333332,24,PD
X-011,INC280,MET,single,114.7,20,34.224999999999994,13,18.681614349775785,30,PD
X-011,INC280 + trastuzumab,"ERBB2,MET",combo,38.80000000000001,20,34.474999999999994,13,28.71639344262295,30,PD
X-011,LEE011,"CDK4,CDK6,CDK4/6",single,79.4,20,24.78,13,21.46880570409982,24,PD
X-011,LEE011 + everolimus,"CDK4,CDK6,MTOR,CDK4/6",combo,122.7,23,33.900000000000006,13,17.86037735849057,42,PD
X-011,LJM716,ERBB3,single,155.8,20,36.67500000000001,13,15.798507462686564,30,PD
X-011,LJM716 + trastuzumab,"ERBB3,ERBB2",combo,150.7,23,28.77500000000001,13,15.621900826446282,30,PD
X-011,LLM871,FGFR2/4,single,400.4,20,101.28,13,6.611197511664074,24,PD
X-011,binimetinib,"MAP2K1,MAP2K2,MAPK",single,78.80000000000001,34,14.150000000000006,13,27.89189189189189,68,PD
X-011,everolimus,MTOR,single,63.0,25,20.25,11,29.0,29,PD
X-011,trastuzumab,ERBB2,single,395.1,20,85.16,13,7.5346687211094,24,PD
X-015,BGJ398,FGFR,single,290.3,21,31.36666666666667,11,11.116326530612245,48,PD
X-015,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,110.2,21,11.933333333333335,11,15.91346153846154,52,PD
X-015,BYL719,PIK3CA,single,16.299999999999997,12,7.375,12,44.299401197604794,67,SD-->PD
X-015,BYL719 + HSP990,"PIK3CA,HSP90",combo,72.1,25,31.44999999999999,14,26.4234693877551,61,PD
X-015,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,-100.0,136,-50.845454545454544,136,136.0,136,CR
X-015,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,74.0,21,11.0,14,24.163017031630172,41,PD
X-015,HDM201,MDM2,single,250.9,12,121.6,12,5.530054644808743,12,PD
X-015,"figitumumab""",IGF1R,single,-22.59999999999999,12,-22.72499999999999,12,38.44198895027624,75,SD-->PD
X-015,HSP990,HSP90,single,124.9,20,39.06,14,18.23404255319149,63,PD
X-015,INC280,MET,single,317.4,23,97.75,11,6.130489335006274,31,PD
X-015,INC280 + trastuzumab,"ERBB2,MET",combo,388.8,23,71.80000000000001,11,8.876221498371336,31,PD
X-015,LEE011,"CDK4,CDK6,CDK4/6",single,101.5,20,39.72,14,19.73684210526316,63,PD
X-015,LEE011 + everolimus,"CDK4,CDK6,MTOR,CDK4/6",combo,13.700000000000005,16,24.159999999999997,16,30.0,30,SD-->PD
X-015,LJM716,ERBB3,single,217.2,23,34.31999999999999,14,15.904761904761903,27,PD
X-015,LJM716 + trastuzumab,"ERBB3,ERBB2",combo,108.9,23,2.0,11,17.488372093023255,27,PD
X-015,LLM871,FGFR2/4,single,155.0,20,50.80000000000001,14,11.603644646924828,42,PD
X-015,binimetinib,"MAP2K1,MAP2K2,MAPK",single,-82.7,30,-55.6,37,90.86987104337632,105,PR-->PD
X-015,everolimus,MTOR,single,114.4,21,28.09999999999999,11,18.397590361445783,52,PD
X-015,trastuzumab,ERBB2,single,83.6,20,9.5,14,21.333333333333336,94,PD
X-015,untreated,"UNKNOWN,Untreated",single,148.0,24,24.375,12,20.39097744360902,71,PD
X-017,BGJ398,FGFR,single,-79.5,135,-22.224242424242433,177,177.0,177,PR-->PD
X-017,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,75.6,20,15.25,12,36.6875,111,PD
X-017,BYL719,PIK3CA,single,5.700000000000003,16,2.25,12,83.58695652173913,125,SD-->PD
X-017,BYL719 + HSP990,"PIK3CA,HSP90",combo,-21.59999999999999,9,-12.299999999999995,16,47.19402985074627,97,SD-->PD
X-017,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,-29.299999999999997,16,-5.416666666666671,20,78.10810810810811,87,SD-->PD
X-017,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,3.299999999999997,10,6.440000000000012,18,60.56896551724138,102,SD-->PD
X-017,HDM201,MDM2,single,40.69999999999999,74,27.27500000000001,14,85.23144104803494,105,PD
X-017,"figitumumab""",IGF1R,single,58.599999999999994,26,36.775000000000006,14,34.906976744186046,119,PD
X-017,HSP990,HSP90,single,409.1,20,162.98000000000002,14,5.219762845849802,34,PD
X-017,INC280,MET,single,50.69999999999999,21,8.049999999999997,14,34.369620253164555,75,PD
X-017,INC280 + trastuzumab,"ERBB2,MET",combo,110.9,21,74.75,14,10.77246653919694,32,PD
X-017,LEE011,"CDK4,CDK6,CDK4/6",single,51.599999999999994,31,17.099999999999994,14,43.333333333333336,105,PD
X-017,LJM716,ERBB3,single,146.7,36,104.2,14,7.0864819479429055,42,PD
X-017,LJM716 + trastuzumab,"ERBB3,ERBB2",combo,57.80000000000001,20,38.650000000000006,13,22.92378752886836,27,PD
X-017,LLM871,FGFR2/4,single,-78.5,196,15.75,15,196.0,196,SD-->PD
X-017,binimetinib,"MAP2K1,MAP2K2,MAPK",single,5.700000000000003,21,16.283333333333346,21,38.27643400138217,61,SD-->PD
X-017,everolimus,MTOR,single,8.5,12,9.525000000000006,12,48.27455919395466,141,SD-->PD
X-017,trastuzumab,ERBB2,single,354.9,20,110.76,14,6.03751143641354,20,PD
X-017,untreated,"UNKNOWN,Untreated",single,25.40000000000001,12,12.700000000000005,12,90.5243445692884,130,SD
X-020,BGJ398,FGFR,single,179.39999999999998,21,35.900000000000006,12,12.061381074168798,33,PD
X-020,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,54.400000000000006,25,40.92500000000001,12,33.636792452830186,64,PD
X-020,BYL719,PIK3CA,single,15.0,12,16.75,12,43.21153846153846,109,SD
X-020,BYL719 + HSP990,"PIK3CA,HSP90",combo,50.80000000000001,26,21.625,11,36.552023121387286,63,PD
X-020,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,-64.2,39,-43.18095238095238,92,99.0,99,PR-->-->PD
X-020,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,-18.59999999999999,17,-10.888888888888886,28,100.50921273031824,105,SD-->-->PD
X-020,HDM201,MDM2,single,99.7,25,15.174999999999995,12,20.76851851851852,95,PD
X-020,"figitumumab""",IGF1R,single,218.4,21,38.724999999999994,12,11.452631578947368,29,PD
X-020,HSP990,HSP90,single,1.2999999999999972,12,-4.525000000000006,12,30.634241245136188,60,SD-->PD
X-020,INC280,MET,single,23.0,17,34.70000000000002,17,85.58558558558559,86,PD
X-020,INC280 + trastuzumab,"ERBB2,MET",combo,124.7,22,26.875,11,19.823788546255507,49,PD
X-020,LEE011,"CDK4,CDK6,CDK4/6",single,75.0,25,37.42500000000001,12,34.28,64,PD
X-020,LEE011 + everolimus,"CDK4,CDK6,MTOR,CDK4/6",combo,-33.599999999999994,32,-14.726666666666674,63,80.0,80,SD-->-->PD
X-020,LJM716,ERBB3,single,54.0,24,46.0,14,37.72093023255813,55,PD
X-020,LJM716 + trastuzumab,"ERBB3,ERBB2",combo,15.099999999999994,9,14.940000000000012,14,14.0,14,SD
X-020,LLM871,FGFR2/4,single,136.8,25,30.07499999999999,12,18.4,44,PD
X-020,binimetinib,"MAP2K1,MAP2K2,MAPK",single,-63.6,155,1.370370370370367,155,155.0,155,SD
X-020,everolimus,MTOR,single,141.9,21,46.400000000000006,12,14.424242424242424,44,PD
X-020,trastuzumab,ERBB2,single,16.799999999999997,21,1.5750000000000028,12,33.18940936863544,55,SD-->PD
X-020,untreated,"UNKNOWN,Untreated",single,22.09999999999999,46,31.05000000000001,12,58.28925619834711,130,PD
X-023,BYL719,PIK3CA,single,-40.4,24,-8.777777777777771,42,49.0,49,SD
X-023,BYL719 + HSP990,"PIK3CA,HSP90",combo,-34.599999999999994,53,-18.828571428571436,88,112.37254901960785,115,SD-->-->PD
X-023,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,-18.59999999999999,7,-1.4333333333333371,7,7.0,7,SD
X-023,HSP990,HSP90,single,122.3,21,55.640000000000015,14,12.463878326996198,64,PD
X-023,LEE011,"CDK4,CDK6,CDK4/6",single,-20.59999999999999,42,18.14615384615385,64,91.0,91,SD-->PD
X-023,LEE011 + everolimus,"CDK4,CDK6,MTOR,CDK4/6",combo,-58.6,9,-32.16,13,30.0,30,PR
X-023,LJM716,ERBB3,single,38.5,71,35.160000000000025,14,15.070208728652752,74,PD
X-023,everolimus,MTOR,single,-66.6,21,-41.7375,29,91.0,91,PR-->PD
X-023,untreated,"UNKNOWN,Untreated",single,39.400000000000006,21,17.540000000000006,14,23.42723631508678,35,PD
X-024,BYL719,PIK3CA,single,4.099999999999994,18,15.016666666666666,18,40.24050632911393,122,SD-->PD
X-024,BYL719 + HSP990,"PIK3CA,HSP90",combo,-77.6,41,-45.23076923076923,41,41.0,41,PR
X-024,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,64.9,21,6.6200000000000045,14,22.39840637450199,36,PD
X-024,HSP990,HSP90,single,107.9,21,27.0,11,19.796954314720814,59,PD
X-024,LEE011,"CDK4,CDK6,CDK4/6",single,92.9,21,13.825000000000005,11,23.448275862068964,66,PD
X-024,LEE011 + everolimus,"CDK4,CDK6,MTOR,CDK4/6",combo,-28.299999999999997,31,-17.058333333333337,39,42.0,42,SD-->PD
X-024,LJM716,ERBB3,single,93.4,24,20.040000000000006,14,15.453658536585367,42,PD
X-024,everolimus,MTOR,single,-13.299999999999995,27,8.150000000000006,27,122.0,122,SD-->PD
X-024,untreated,"UNKNOWN,Untreated",single,226.6,20,52.62,13,9.7937106918239,31,PD
X-025,BGJ398,FGFR,single,-38.9,49,-18.35000000000001,49,111.0,111,SD
X-025,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,-36.3,14,-21.51428571428572,20,20.0,20,SD
X-025,BYL719,PIK3CA,single,2.799999999999997,37,0.4600000000000079,14,195.0,218,SD-->PD
X-025,BYL719 + HSP990,"PIK3CA,HSP90",combo,-35.099999999999994,19,-5.685714285714283,51,139.0,139,SD-->-->PD
X-025,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,32.599999999999994,27,21.40000000000001,14,51.0,51,SD
X-025,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,-30.200000000000003,27,5.071428571428569,51,51.0,51,SD
X-025,HDM201,MDM2,single,0.2999999999999971,37,7.659999999999997,14,37.0,37,SD-->PD
X-025,"figitumumab""",IGF1R,single,26.90000000000001,14,14.340000000000003,14,39.07407407407408,58,SD-->PD
X-025,HSP990,HSP90,single,81.6,33,36.5,14,34.42084942084942,41,PD
X-025,INC280,MET,single,61.400000000000006,30,32.25999999999999,14,34.913907284768214,51,PD
X-025,INC280 + trastuzumab,"ERBB2,MET",combo,13.900000000000006,9,11.640000000000017,14,64.75,84,SD-->PD
X-025,LEE011,"CDK4,CDK6,CDK4/6",single,0.0,16,-2.0,12,156.7003745318352,183,SD-->PD
X-025,LEE011 + everolimus,"CDK4,CDK6,MTOR,CDK4/6",combo,-18.0,21,-1.7700000000000102,36,36.0,36,SD
X-025,LJM716,ERBB3,single,-9.599999999999994,9,-13.260000000000003,14,53.726190476190474,105,SD-->PD
X-025,LJM716 + trastuzumab,"ERBB3,ERBB2",combo,-27.0,9,-9.079999999999998,14,45.58878504672897,51,SD-->PD
X-025,binimetinib,"MAP2K1,MAP2K2,MAPK",single,-38.9,27,-25.27777777777777,30,127.30459770114942,139,SD-->PD
X-025,everolimus,MTOR,single,6.0,12,12.575000000000005,12,119.52290076335878,125,SD-->PD
X-025,trastuzumab,ERBB2,single,92.3,20,40.67500000000001,12,21.30508474576271,80,PD
X-025,untreated,"UNKNOWN,Untreated",single,46.099999999999994,25,18.959999999999994,18,25.0,165,PD
X-027,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,205.8,20,41.599999999999994,13,11.77814938684504,27,PD
X-027,BYL719,PIK3CA,single,-78.2,145,-56.28,153,153.0,153,PR
X-027,BYL719 + HSP990,"PIK3CA,HSP90",combo,-64.6,20,-36.15555555555555,27,27.0,27,PR
X-027,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,-27.200000000000003,10,-4.599999999999994,17,35.0,35,SD-->PD
X-027,HDM201,MDM2,single,13.299999999999995,28,17.400000000000006,14,28.0,28,SD
X-027,"figitumumab""",IGF1R,single,14.599999999999994,28,31.333333333333343,28,28.0,28,PD
X-027,LEE011,"CDK4,CDK6,CDK4/6",single,-25.700000000000003,28,-5.1555555555555515,28,28.0,28,SD
X-027,LJM716,ERBB3,single,-55.4,29,-25.64,50,50.0,50,PR
X-027,LLM871,FGFR2/4,single,307.3,21,54.5,14,12.89539748953975,24,PD
X-027,trastuzumab,ERBB2,single,-100.0,77,-82.97,309,309.0,309,CR
X-028,BGJ398,FGFR,single,119.2,17,75.72,13,10.58846153846154,17,PD
X-028,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,10.799999999999995,20,1.6400000000000006,13,34.0,34,SD-->PD
X-028,BYL719,PIK3CA,single,67.4,29,32.099999999999994,11,34.25,84,PD
X-028,BYL719 + HSP990,"PIK3CA,HSP90",combo,260.8,20,64.47999999999999,15,8.972649572649573,34,PD
X-028,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,19.5,22,-5.775000000000006,13,35.135802469135804,37,SD-->PD
X-028,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,2.0999999999999943,9,2.640000000000015,14,46.37142857142857,69,SD-->PD
X-028,HDM201,MDM2,single,71.30000000000001,20,-0.1799999999999926,13,28.53233830845771,31,PD
X-028,"figitumumab""",IGF1R,single,151.4,22,45.51999999999998,15,18.544354838709676,33,PD
X-028,HSP990,HSP90,single,-18.09999999999999,10,-9.560000000000002,13,13.0,13,SD
X-028,INC280,MET,single,226.9,22,54.599999999999994,14,12.090634441087612,28,PD
X-028,INC280 + trastuzumab,"ERBB2,MET",combo,160.60000000000002,30,54.92500000000001,14,12.217905405405403,30,PD
X-028,LEE011,"CDK4,CDK6,CDK4/6",single,82.4,27,19.379999999999995,13,29.114114114114116,31,PD
X-028,LEE011 + everolimus,"CDK4,CDK6,MTOR,CDK4/6",combo,74.4,17,31.45999999999998,13,17.0,17,PD
X-028,LJM716,ERBB3,single,146.1,22,60.599999999999994,13,18.383928571428573,29,PD
X-028,LJM716 + trastuzumab,"ERBB3,ERBB2",combo,-24.90000000000001,54,-19.549999999999997,13,54.0,54,SD
X-028,LLM871,FGFR2/4,single,95.3,20,23.040000000000006,13,15.76384839650146,34,PD
X-028,binimetinib,"MAP2K1,MAP2K2,MAPK",single,110.6,20,50.05000000000001,14,18.049079754601227,30,PD
X-028,everolimus,MTOR,single,2.5999999999999943,15,0.0999999999999943,12,33.0,33,SD-->PD
X-028,trastuzumab,ERBB2,single,75.1,24,13.959999999999994,13,28.65552699228792,31,PD
X-029,BGJ398,FGFR,single,364.0,11,131.45,11,7.040494938132733,11,PD
X-029,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,266.3,18,57.525000000000006,11,8.94949494949495,18,PD
X-029,BYL719,PIK3CA,single,130.0,21,18.97499999999999,11,16.527859237536656,29,PD
X-029,BYL719 + HSP990,"PIK3CA,HSP90",combo,126.2,12,57.94999999999999,12,10.12857142857143,12,PD
X-029,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,291.2,15,160.52499999999998,12,5.0,15,PD
X-029,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,204.0,12,81.15,12,8.35407537248028,12,PD
X-029,HDM201,MDM2,single,297.9,18,48.474999999999994,11,11.173131504257332,18,PD
X-029,"figitumumab""",IGF1R,single,351.6,11,144.225,11,5.001314060446781,11,PD
X-029,HSP990,HSP90,single,114.4,9,50.57499999999999,9,7.779661016949152,9,PD
X-029,INC280,MET,single,307.4,12,137.725,12,5.777408637873755,12,PD
X-029,INC280 + trastuzumab,"ERBB2,MET",combo,312.1,12,168.27499999999998,12,5.0,12,PD
X-029,LEE011,"CDK4,CDK6,CDK4/6",single,121.0,20,52.579999999999984,13,18.06451612903226,24,PD
X-029,LJM716 + trastuzumab,"ERBB3,ERBB2",combo,302.5,22,51.150000000000006,12,12.427868852459016,33,PD
X-029,LLM871,FGFR2/4,single,347.7,12,186.5,12,5.0,12,PD
X-029,binimetinib,"MAP2K1,MAP2K2,MAPK",single,-6.099999999999994,15,-6.450000000000003,12,33.0,33,SD-->PD
X-029,everolimus,MTOR,single,167.10000000000002,18,34.30000000000001,11,14.473061760841,18,PD
X-029,trastuzumab,ERBB2,single,234.8,20,110.66,13,3.613223140495868,24,PD
X-031,BGJ398,FGFR,single,265.3,21,49.93333333333331,12,11.167192429022084,33,PD
X-031,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,8.599999999999994,16,4.375,12,71.25255972696246,95,SD-->PD
X-031,BYL719,PIK3CA,single,-20.40000000000001,16,-10.760000000000003,16,52.56263736263736,77,SD-->PD
X-031,BYL719 + HSP990,"PIK3CA,HSP90",combo,178.60000000000002,22,37.775000000000006,13,13.833948339483396,41,PD
X-031,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,-8.299999999999997,55,5.859999999999985,14,63.0,63,SD
X-031,HDM201,MDM2,single,97.2,25,15.700000000000005,12,20.848484848484848,64,PD
X-031,"figitumumab""",IGF1R,single,464.5,23,59.974999999999994,11,9.195071868583163,23,PD
X-031,HSP990,HSP90,single,184.4,23,27.52500000000001,11,13.575,39,PD
X-031,INC280,MET,single,68.4,27,10.174999999999995,13,38.08428246013668,62,PD
X-031,INC280 + trastuzumab,"ERBB2,MET",combo,266.8,14,109.71999999999996,14,6.368421052631579,14,PD
X-031,LEE011,"CDK4,CDK6,CDK4/6",single,31.30000000000001,21,17.25,12,43.30386740331492,95,SD-->PD
X-031,LEE011 + everolimus,"CDK4,CDK6,MTOR,CDK4/6",combo,143.7,23,35.80000000000001,13,12.917981072555204,42,PD
X-031,LJM716,ERBB3,single,-15.0,26,22.54285714285713,26,8.543822597676874,34,SD
X-031,LJM716 + trastuzumab,"ERBB3,ERBB2",combo,194.3,23,55.02000000000001,13,11.26691042047532,23,PD
X-031,LLM871,FGFR2/4,single,137.7,23,35.125,11,14.04564315352697,39,PD
X-031,binimetinib,"MAP2K1,MAP2K2,MAPK",single,83.69999999999999,22,15.450000000000005,13,26.65714285714286,68,PD
X-031,everolimus,MTOR,single,24.299999999999997,9,18.700000000000003,13,47.642857142857146,93,SD
X-031,trastuzumab,ERBB2,single,98.9,23,12.075000000000005,11,23.149321266968325,44,PD
X-031,untreated,"UNKNOWN,Untreated",single,-1.0,12,-0.5,12,69.34020618556701,130,SD-->PD
X-034,BGJ398,FGFR,single,42.19999999999999,21,24.799999999999997,11,32.0,32,PD
X-034,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,12.599999999999994,12,5.275000000000006,12,47.96951219512195,90,SD-->PD
X-034,BYL719,PIK3CA,single,-4.599999999999994,32,2.1857142857142833,21,32.0,32,SD
X-034,BYL719 + HSP990,"PIK3CA,HSP90",combo,-31.09999999999999,37,-15.266666666666666,37,37.0,37,SD
X-034,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,20.200000000000003,31,15.879999999999995,14,24.817391304347822,35,SD-->PD
X-034,CLR457,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,56.30000000000001,31,45.349999999999994,17,24.416184971098268,35,PD
X-034,HDM201,MDM2,single,60.69999999999999,25,16.049999999999997,11,32.0,32,PD
X-034,"figitumumab""",IGF1R,single,15.900000000000006,14,7.400000000000006,11,32.0,32,SD-->PD
X-034,HSP990,HSP90,single,22.40000000000001,12,7.200000000000003,12,53.76569037656904,91,SD-->PD
X-034,INC280,MET,single,73.9,21,20.97999999999999,14,25.73566878980892,29,PD
X-034,INC280 + trastuzumab,"ERBB2,MET",combo,13.700000000000005,22,14.059999999999988,14,35.0,35,SD-->PD
X-034,LEE011,"CDK4,CDK6,CDK4/6",single,3.0,11,-0.9249999999999972,11,32.0,32,SD-->PD
X-034,LEE011 + everolimus,"CDK4,CDK6,MTOR,CDK4/6",combo,-39.4,24,-12.89090909090909,34,34.0,34,SD
X-034,LJM716,ERBB3,single,62.80000000000001,21,15.379999999999995,14,24.74492099322799,29,PD
X-034,LJM716 + trastuzumab,"ERBB3,ERBB2",combo,81.30000000000001,31,23.39999999999999,14,21.931693989071036,35,PD
X-034,LLM871,FGFR2/4,single,104.0,25,-2.200000000000003,11,19.767741935483873,32,PD
X-034,binimetinib,"MAP2K1,MAP2K2,MAPK",single,27.59999999999999,19,19.966666666666654,11,35.58620689655172,37,SD
X-034,everolimus,MTOR,single,-15.0,28,4.944444444444443,32,266.0,266,SD-->-->PD
X-034,trastuzumab,ERBB2,single,116.3,21,10.0,11,19.23465703971119,32,PD
X-035,BGJ398,FGFR,single,303.1,20,53.31999999999999,13,11.220973782771535,31,PD
X-035,BKM120,"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K",single,-3.9000000000000057,34,3.5200000000000102,13,62.0,62,SD-->PD
X-035,BYL719,PIK3CA,single,-80.3,69,-46.292857142857144,105,135.33478260869566,156,PR-->-->PD
X-035,BYL719 + HSP990,"PIK3CA,HSP90",combo,19.59999999999999,32,37.599999999999994,11,51.417582417582416,63,PD
X-035,BYL719 + LJM716,"PIK3CA,ERBB3,ERBB3,PIK3CA",combo,-94.4,63,-64.05555555555556,66,66.0,66,PR
X-035,HDM201,MDM2,single,96.7,20,35.079999999999984,13,23.188841201716738,34,PD
X-035,"figitumumab""",IGF1R,single,294.8,20,63.19999999999999,13,9.275683665927568,24,PD
X-035,HSP990,HSP90,single,2.299999999999997,10,2.200000000000003,14,28.0,28,SD-->PD
X-035,INC280 + trastuzumab,"ERBB2,MET",combo,-100.0,65,-76.96521739130435,97,97.0,97,CR
X-035,LEE011,"CDK4,CDK6,CDK4/6",single,-100.0,97,-72.56666666666666,223,320.3333333333333,330,CR-->-->PD
